Seizure DateTime,CallTypeId,ALI Latitude,ALI Longitude,Cell Tower Address
3/3/2020 1:33,911 Calls,36.142776,-86.702774,1948 DABBS AVE - E Sector
3/3/2020 1:33,911 Calls,,,5655 FRIST BLVD
3/3/2020 1:34,911 Calls,,,5655 FRIST BLVD
3/3/2020 1:34,911 Calls,36.207461,-86.870914,WIRELESS CALLER
3/3/2020 1:34,911 Calls,36.185047,-86.748283,1051G CHICAMAUGA AVE - NW
3/3/2020 1:34,911 Calls,36.308312,-86.720581,1000 S CARTWRIGHT ST - SECTOR SW
3/3/2020 1:34,911 Calls,36.173473,-86.743797,1051 CHICAMAUGA AVE - SECTOR SE
3/3/2020 1:35,911 Calls,36.178418,-86.69275,1825A LEBANON PIKE - N
3/3/2020 1:35,911 Calls,36.174385,-86.727127,254 RIVERSIDE DR - SECTOR SW
3/3/2020 1:35,911 Calls,36.171445,-86.791134,907 12TH AV N - N
3/3/2020 1:35,911 Calls,36.169716,-86.765022,411D FATHERLAND STRE - NE
3/3/2020 1:35,911 Calls,36.180156,-86.686099,2817 LEALTO CT - SECTOR N
3/3/2020 1:35,911 Calls,36.170694,-86.794889,907 12TH AV N - N
3/3/2020 1:35,911 Calls,36.180189,-86.599817,4940 OLD HICKORY BLVD. - SE SECTOR
3/3/2020 1:35,911 Calls,36.175822,-86.796906,1608-B 8TH AV - SECTOR SW N
3/3/2020 1:35,911 Calls,36.174042,-86.795425,1409 JEFFERSON ST - SECTOR SE
3/3/2020 1:36,911 Calls,36.171273,-86.737704,254 RIVERSIDE DR - W
3/3/2020 1:36,911 Calls,36.196968,-86.186134,WIRELESS 911 CALLER
3/3/2020 1:37,911 Calls,36.18315,-86.29117,WIRELESS 911 CALLER
3/3/2020 1:37,911 Calls,36.168795,-86.750493,401B ARLINGTON AV - N
3/3/2020 1:37,911 Calls,,,5655 FRIST BLVD
3/3/2020 1:37,911 Calls,36.168129,-86.064209,265 GRANT RD - N Sector
3/3/2020 1:38,911 Calls,36.172218,-86.575546,4310 CENTRAL PIKE / LOC B - NW SECTOR
3/3/2020 1:38,911 Calls,36.179707,-86.688843,610G BEN ALLEN RD - SE
3/3/2020 1:38,911 Calls,36.178805,-86.688395,2815 LEALTO COURT - SW SECTOR
3/3/2020 1:38,911 Calls,36.17608,-86.718671,1825A LEBANON PIKE - N
3/3/2020 1:38,911 Calls,36.184695,-86.641681,3333 LEBANON PIKE - SW
3/3/2020 1:38,911 Calls,36.095486,-86.827377,5043 HILLSBORO RD - W Sector
3/3/2020 1:39,911 Calls,36.189438,-86.799713,2025B METRO CENTER BLVD. - SW SECTOR
3/3/2020 1:39,911 Calls,36.250484,-86.715796,WIRELESS CALLER
3/3/2020 1:40,911 Calls,36.058578,-86.699745,5067 COLEMONT DR - N
3/3/2020 1:40,911 Calls,36.255076,-86.715903,619 DUE WEST AVE - NE SECTOR
3/3/2020 1:41,911 Calls,36.180081,-86.601233,3333 LEBANON PIKE - SE
3/3/2020 1:41,911 Calls,36.179706,-86.688845,610G BEN ALLEN RD - SE
3/3/2020 1:41,911 Calls,36.200445,-86.357303,WIRELESS 911 CALLER
3/3/2020 1:42,911 Calls,35.755424,-86.872269,2541 PLAINVIEW LN RD - N
3/3/2020 1:43,911 Calls,36.175586,-86.600268,4310 CENTRAL PIKE / LOC B - NW SECTOR
3/3/2020 1:43,911 Calls,36.161671,-86.791284,320 11TH AVE N - NE
3/3/2020 1:43,911 Calls,36.058556,-86.699745,5067 COLEMONT DR - SE
3/3/2020 1:43,911 Calls,36.177957,-86.58175,4310 CENTRAL PIKE / LOC B - NW SECTOR
3/3/2020 1:43,911 Calls,36.184405,-86.595654,WIRELESS CALLER
3/3/2020 1:44,911 Calls,36.175361,-86.770191,329 BEN ALLEN RD - SE SECTOR
3/3/2020 1:44,911 Calls,36.162733,-86.774869,WIRELESS CALLER
3/3/2020 1:44,911 Calls,36.180114,-86.601276,3333 LEBANON PIKE - SE
3/3/2020 1:44,911 Calls,36.187377,-86.629021,4940 OLD HICKORY BLVD - SW SECTOR
3/3/2020 1:45,911 Calls,36.17403,-86.745408,WIRELESS CALLER
3/3/2020 1:45,911 Calls,36.196766,-86.753433,1316 JEWEL ST - SECTOR NE
3/3/2020 1:46,911 Calls,36.175489,-86.796691,1608F ROSA L PARKS BLVD - S
3/3/2020 1:46,911 Calls,36.175178,-86.810918,WIRELESS CALLER
3/3/2020 1:46,911 Calls,36.182206,-86.759698,10-C LUCILLE STREET - SE SECTOR
3/3/2020 1:46,911 Calls,36.173408,-86.739035,WIRELESS CALLER
3/3/2020 1:47,911 Calls,36.180371,-86.531131,4310 CENTRAL PIKE - SE
3/3/2020 1:47,911 Calls,36.176938,-86.878617,3744B ANNEX AVE - N
3/3/2020 1:48,911 Calls,36.252769,-86.71865,105 W WEBSTER ST - SE
3/3/2020 1:48,911 Calls,36.217922,-86.754098,329 BEN ALLEN RD - W SECTOR
3/3/2020 1:49,911 Calls,36.174932,-86.647582,WIRELESS CALLER
3/3/2020 1:49,911 Calls,36.184931,-86.61031,3333 LEBANON PIKE - SE
3/3/2020 1:49,911 Calls,36.17564,-86.816046,2101 E HEIMAN ST - N
3/3/2020 1:49,911 Calls,36.173065,-86.808729,2101 E HEIMAN ST - SE
3/3/2020 1:49,911 Calls,36.248767,-86.730988,WIRELESS CALLER
3/3/2020 1:49,911 Calls,36.05803,-86.639814,660 BELL RD
3/3/2020 1:50,911 Calls,36.169823,-86.812958,2101 E HEIMAN ST - N
3/3/2020 1:51,911 Calls,36.209296,-86.713092,2002 CAHAL AVE - N
3/3/2020 1:51,911 Calls,36.156017,-86.775148,WIRELESS CALLER
3/3/2020 1:52,911 Calls,36.173043,-86.740279,WIRELESS CALLER
3/3/2020 1:52,911 Calls,36.173538,-86.751762,411-C Fatherland ST - NE Sector
3/3/2020 1:52,911 Calls,36.173859,-86.762874,859 GRANADA AVE - S
3/3/2020 1:53,911 Calls,36.146951,-86.879818,403 ACHIEVEMENT DR
3/3/2020 1:53,911 Calls,36.175125,-86.811926,2101-D HEIMAN ST - SECTOR N
3/3/2020 1:53,911 Calls,36.17358,-86.794159,935 SCOVEL ST
3/3/2020 1:53,911 Calls,36.173548,-86.751759,411-C Fatherland ST - NE Sector
3/3/2020 1:54,911 Calls,36.165447,-86.780105,121 4TH AV - SECTOR N S
3/3/2020 1:55,911 Calls,36.175736,-86.747489,1051G CHICAMAUGA AVE - S
3/3/2020 1:56,911 Calls,36.185047,-86.74826,1051 B CHICAMAUGA AVE - S Sector
3/3/2020 1:56,911 Calls,36.164954,-86.77989,600 DR MARTIN L KING JR BLVD - NE
3/3/2020 1:57,911 Calls,36.179073,-86.735494,1051 CHICAMAUGA AVE - SECTOR SE
3/3/2020 1:57,911 Calls,36.171005,-86.790619,WIRELESS CALLER
3/3/2020 1:57,911 Calls,36.185047,-86.74826,1051 B CHICAMAUGA AVE - S Sector
3/3/2020 1:58,911 Calls,36.143551,-86.667648,571 CLARIDGE DR - W Sector
3/3/2020 1:58,911 Calls,36.185047,-86.74826,1051 B CHICAMAUGA AVE - S Sector
3/3/2020 1:58,911 Calls,36.173333,-86.796134,907 12TH AV N - N
3/3/2020 1:59,911 Calls,36.175736,-86.751952,WIRELESS CALLER
3/3/2020 1:59,911 Calls,36.175951,-86.740859,WIRELESS CALLER
3/3/2020 1:59,911 Calls,36.248628,-86.730623,105 W WEBSTER ST - SW
3/3/2020 1:59,911 Calls,36.174747,-86.669212,2817 LEALTO CT - SECTOR SE
3/3/2020 1:59,911 Calls,36.17548,-86.726227,2004 CAHAL AVE - S Sector
3/3/2020 1:59,911 Calls,36.175715,-86.757338,861C GRANADA AV - S
3/3/2020 1:59,911 Calls,36.175221,-86.755579,859 GRANADA AVE - S
3/3/2020 2:00,911 Calls,36.154633,-86.7845,PRELIM 1033 DEMONBREUN ST - SE Sector
3/3/2020 2:00,911 Calls,36.182045,-86.74927,WIRELESS CALLER
3/3/2020 2:00,911 Calls,36.176723,-86.812613,2101-D HEIMAN ST - SECTOR N
3/3/2020 2:00,911 Calls,,,310 N 9TH ST
3/3/2020 2:01,911 Calls,36.183674,-86.624687,4914 OLD HICKORY BLVD - S Sector
3/3/2020 2:01,911 Calls,36.167412,-86.779953,300 JAMES ROBERTSON PKY - NE Sector
3/3/2020 2:01,911 Calls,36.062815,-86.724615,WIRELESS CALLER
3/3/2020 2:01,911 Calls,36.183558,-86.610868,WIRELESS CALLER
3/3/2020 2:02,911 Calls,36.176412,-86.69627,824 DUE WEST AV - SECTOR SE N
3/3/2020 2:02,911 Calls,36.177914,-86.802249,1409 JEFFERSON STREET - N SECTOR
3/3/2020 2:03,911 Calls,36.17197,-86.80933,WIRELESS CALLER
3/3/2020 2:03,911 Calls,36.177678,-86.699939,2002 CAHAL AVE - SE
3/3/2020 2:03,911 Calls,36.173666,-86.797807,1608F ROSA L PARKS BLVD - S
3/3/2020 2:03,911 Calls,36.190724,-86.762595,WIRELESS CALLER
3/3/2020 2:04,911 Calls,36.048996,-86.722038,5646-B AMALIE DR - SE Sector
3/3/2020 2:05,911 Calls,36.045381,-86.711075,WIRELESS CALLER
3/3/2020 2:05,911 Calls,36.173322,-86.792765,WIRELESS CALLER
3/3/2020 2:06,911 Calls,36.203674,-86.63033,WIRELESS CALLER
3/3/2020 2:06,911 Calls,36.174288,-86.749463,1051G CHICAMAUGA AVE - S
3/3/2020 2:06,911 Calls,36.178815,-86.601491,4800 OLD HICKORY BLVD - SECTOR SE
3/3/2020 2:07,911 Calls,36.15606,-86.77532,WIRELESS CALLER
3/3/2020 2:07,911 Calls,36.175511,-86.599796,WIRELESS CALLER
3/3/2020 2:07,911 Calls,36.250259,-86.717019,WIRELESS CALLER
